circle,division,subdivision,section,area,catdesc,catcode,totservices,billdservices,units,load
habsiguda,keesara,ghatkesar,ghatkesar,"rgkp, block-iii",general purpose,7,1,1.0,79.0,1.0
habsiguda,keesara,ghatkesar,ghatkesar,"rgkp,block-i",general purpose,7,1,1.0,139.0,1.0
habsiguda,keesara,ghatkesar,ghatkesar,"rgkp,block-ii",general purpose,7,1,1.0,2.0,1.0
habsiguda,keesara,ghatkesar,ghatkesar,rilnee tower sai,general purpose,7,1,1.0,211.0,1.0
habsiguda,keesara,ghatkesar,ghatkesar,s.c.basthi,general purpose,7,4,3.0,-58.0,4.0
habsiguda,keesara,ghatkesar,ghatkesar,sai ram nagar,general purpose,7,1,1.0,0.0,6.0
habsiguda,keesara,ghatkesar,ghatkesar,sc colony,general purpose,7,2,1.0,0.0,2.0
habsiguda,keesara,ghatkesar,ghatkesar,shanthi nagar,general purpose,7,1,1.0,13.0,1.0
habsiguda,keesara,ghatkesar,ghatkesar,shiva reddy guda,general purpose,7,1,1.0,140.0,2.0
habsiguda,keesara,ghatkesar,narapally,narapally,general purpose,7,7,6.0,1315.0,11.0
habsiguda,keesara,ghatkesar,narapally,narapally feeder,general purpose,7,1,1.0,18.0,1.0
habsiguda,keesara,ghatkesar,narapally,ou colony,general purpose,7,1,1.0,356.0,6.0
habsiguda,keesara,ghatkesar,narapally,panchavathi colony village,general purpose,7,1,2.0,0.0,1.0
habsiguda,keesara,ghatkesar,narapally,prashant nagar,general purpose,7,10,10.0,-370.0,46.0
habsiguda,keesara,ghatkesar,narapally,sadhataliguda,general purpose,7,1,1.0,0.0,1.0
habsiguda,keesara,ghatkesar,narapally,sai residency,general purpose,7,1,1.0,0.0,0.6
habsiguda,sainikpuri,a s rao nagar,a s rao nagar,kamala nagar02,general purpose,7,1,1.0,588.0,0.28
habsiguda,sainikpuri,a s rao nagar,a s rao nagar,m j colony,general purpose,7,2,1.0,52.0,2.0
habsiguda,sainikpuri,a s rao nagar,a s rao nagar,m j colony ii,general purpose,7,1,1.0,613.0,5.0
habsiguda,sainikpuri,a s rao nagar,a s rao nagar,mahatma gandhi nagar,general purpose,7,1,1.0,270.0,5.0
habsiguda,sainikpuri,a s rao nagar,a s rao nagar,mahesh nagar,general purpose,7,1,1.0,50.0,3.0
habsiguda,sainikpuri,a s rao nagar,a s rao nagar,mahesh nagar - ii,general purpose,7,1,2.0,0.0,1.0
habsiguda,sainikpuri,a s rao nagar,a s rao nagar,maruthi nagar,general purpose,7,1,1.0,151.0,1.0
habsiguda,sainikpuri,a s rao nagar,a s rao nagar,pragathi nagar,general purpose,7,1,1.0,355.0,1.0
habsiguda,habsiguda,uppal,ramanthapur,balakrishna nagar,general purpose,7,2,2.0,207.0,2.0
habsiguda,habsiguda,uppal,ramanthapur,bharath nagar,general purpose,7,1,1.0,0.0,1.0
habsiguda,habsiguda,uppal,ramanthapur,church colony,general purpose,7,4,4.0,9197.0,145.0
habsiguda,habsiguda,uppal,ramanthapur,endowments colony,general purpose,7,2,2.0,741.0,6.0
habsiguda,habsiguda,uppal,ramanthapur,ganesh nagar,general purpose,7,2,2.0,218.0,26.0
habsiguda,habsiguda,uppal,ramanthapur,ghokhale nagar main road,general purpose,7,1,1.0,73.0,1.0
habsiguda,habsiguda,uppal,ramanthapur,indira nagar,general purpose,7,1,1.0,67.0,1.0
habsiguda,habsiguda,uppal,ramanthapur,kamakshipuram-2,general purpose,7,1,1.0,187.0,1.0
hyderabad central,azamabad,amberpet,amberpet,old patel nagar,general purpose,7,2,1.0,150.0,6.0
hyderabad central,azamabad,amberpet,amberpet,old patel nagar-1,general purpose,7,2,2.0,587.0,3.0
hyderabad central,azamabad,amberpet,amberpet,patelnagar hanuman temple,general purpose,7,2,2.0,245.0,2.0
hyderabad central,azamabad,amberpet,amberpet,patelnagar pochamma temple,general purpose,7,1,2.0,0.0,1.0
hyderabad central,azamabad,amberpet,amberpet,patelwada,general purpose,7,1,1.0,53.0,1.0
hyderabad central,azamabad,amberpet,amberpet,police quarters  cpl,general purpose,7,3,3.0,233.0,11.0
hyderabad central,azamabad,amberpet,amberpet,purnodaya colony,general purpose,7,1,1.0,268.0,1.0
hyderabad central,azamabad,amberpet,amberpet,raghunath nagar,general purpose,7,2,2.0,310.0,2.0
hyderabad central,azamabad,amberpet,amberpet,rahat nagar,general purpose,7,1,1.0,451.0,5.0
hyderabad central,azamabad,amberpet,amberpet,subab nagar,general purpose,7,1,1.0,237.0,3.0
hyderabad central,azamabad,amberpet,amberpet,turabnagar,general purpose,7,2,1.0,45.0,2.0
hyderabad central,azamabad,amberpet,amberpet,indira nagar,general purpose,7,1,2.0,0.0,1.0
hyderabad central,azamabad,amberpet,golnaka,6 no main road,general purpose,7,1,1.0,48.0,1.0
hyderabad central,azamabad,amberpet,golnaka,annpoorna nagar,general purpose,7,4,4.0,667.0,8.0
hyderabad central,azamabad,amberpet,amberpet,ahmed nagar,general purpose,7,2,2.0,422.0,2.0
hyderabad central,azamabad,amberpet,amberpet,akashnagar,general purpose,7,1,1.0,438.0,1.0
hyderabad central,azamabad,amberpet,amberpet,amberpet main road,general purpose,7,2,2.0,660.0,7.0
hyderabad central,azamabad,amberpet,amberpet,azad nagar,general purpose,7,2,2.0,0.0,2.0
hyderabad central,azamabad,amberpet,amberpet,bapu nagar,general purpose,7,3,3.0,729.0,9.0
hyderabad central,azamabad,amberpet,amberpet,c.p.l.main road,general purpose,7,1,2.0,0.0,3.0
hyderabad central,azamabad,amberpet,amberpet,chenna reddy nagar,general purpose,7,1,1.0,426.0,1.0
hyderabad central,azamabad,amberpet,amberpet,ct meter,general purpose,7,1,1.0,952.0,20.0
hyderabad central,azamabad,amberpet,amberpet,grc hv amberpet,general purpose,7,4,4.0,1798.0,12.0
hyderabad central,azamabad,amberpet,amberpet,m.c.h. colony,general purpose,7,2,1.0,981.0,2.0
hyderabad central,azamabad,amberpet,amberpet,mainroad amberpet,general purpose,7,2,2.0,451.0,4.0
hyderabad central,azamabad,amberpet,amberpet,mallikarjuna nagar,general purpose,7,1,1.0,0.0,1.0
hyderabad central,azamabad,barkatpura,vidya nagar,lalitha nagar,general purpose,7,1,1.0,72.0,1.0
hyderabad central,azamabad,barkatpura,vidya nagar,"mazid road, warasiguda",general purpose,7,1,1.0,86.0,1.0
hyderabad central,azamabad,barkatpura,vidya nagar,parsigutta,general purpose,7,1,1.0,235.0,1.0
hyderabad central,azamabad,barkatpura,vidya nagar,rly.colony (adikmet),general purpose,7,1,1.0,271.0,1.0
hyderabad central,azamabad,barkatpura,vidya nagar,s.b.h.c. to arts coll.main rd,general purpose,7,2,2.0,47.0,2.0
hyderabad central,azamabad,barkatpura,vidya nagar,satyanagar srt qtrs,general purpose,7,3,3.0,1719.0,18.0
hyderabad central,azamabad,barkatpura,vidya nagar,v.nagar x rd. to o.u fly.brid,general purpose,7,2,2.0,581.0,4.0
hyderabad central,azamabad,barkatpura,vidya nagar,warasiguda (south),general purpose,7,1,1.0,51.0,1.0
hyderabad central,azamabad,vst,musheerabad,venkateshwara textiles,general purpose,7,1,1.0,13.0,1.0
hyderabad central,azamabad,vst,musheerabad,achaiah nagar,general purpose,7,1,2.0,0.0,1.0
hyderabad central,azamabad,vst,musheerabad,bakaram,general purpose,7,2,2.0,41.0,2.0
hyderabad central,azamabad,vst,musheerabad,bekary pt,general purpose,7,1,1.0,113.0,1.0
hyderabad central,azamabad,vst,musheerabad,ctmtr,general purpose,7,1,1.0,1007.0,40.0
hyderabad central,azamabad,vst,musheerabad,gemini colony,general purpose,7,2,2.0,-18.0,6.0
hyderabad central,azamabad,vst,musheerabad,grc hv musheerabad,general purpose,7,1,1.0,742.0,10.0
hyderabad central,azamabad,vst,musheerabad,hari nagar,general purpose,7,3,3.0,600.0,7.0
hyderabad central,azamabad,vst,musheerabad,medibavi basthi,general purpose,7,1,1.0,1687.0,0.58
hyderabad central,azamabad,vst,musheerabad,ramnagar main road (esi),general purpose,7,2,2.0,253.0,6.0
hyderabad central,azamabad,vst,musheerabad,rtc quarters,general purpose,7,1,1.0,345.0,1.0
hyderabad central,azamabad,vst,musheerabad,rtc x road,general purpose,7,2,2.0,2493.0,6.0
hyderabad central,azamabad,vst,musheerabad,sagarlal hospital area,general purpose,7,1,1.0,432.0,5.0
hyderabad central,azamabad,vst,musheerabad,shivalayam i,general purpose,7,4,4.0,448.0,13.0
hyderabad central,azamabad,vst,musheerabad,shivalayam ii,general purpose,7,2,2.0,94.0,2.0
hyderabad central,azamabad,vst,musheerabad,spencer area,general purpose,7,1,1.0,276.0,1.0
hyderabad central,azamabad,vst,musheerabad,taddy compound,general purpose,7,2,1.0,12.0,2.0
hyderabad central,azamabad,vst,musheerabad,wesly church,general purpose,7,2,2.0,593.0,14.0
hyderabad central,azamabad,vst,narayana guda,azamabad p.t(b),general purpose,7,2,1.0,92.0,2.0
hyderabad central,azamabad,amberpet,golnaka,barath nagar,general purpose,7,1,1.0,18.0,1.0
hyderabad central,azamabad,amberpet,golnaka,batakamma kunta,general purpose,7,1,1.0,0.0,1.0
hyderabad central,azamabad,amberpet,golnaka,golnaka main road,general purpose,7,2,1.0,349.0,4.0
hyderabad central,azamabad,amberpet,golnaka,grc hv golnaka,general purpose,7,1,1.0,1594.0,5.0
hyderabad central,azamabad,amberpet,golnaka,indira nagar,general purpose,7,1,1.0,103.0,1.0
hyderabad central,azamabad,amberpet,golnaka,jaiswal garden -ii,general purpose,7,2,1.0,597.0,6.0
hyderabad central,azamabad,amberpet,golnaka,lal bagh,general purpose,7,1,1.0,521.0,1.0
hyderabad central,azamabad,amberpet,golnaka,laxmi talkies,general purpose,7,2,2.0,631.0,2.0
hyderabad central,azamabad,amberpet,golnaka,maruthi nagar,general purpose,7,2,2.0,149.0,6.0
hyderabad central,azamabad,amberpet,golnaka,pochamma basthi,general purpose,7,2,2.0,225.0,2.0
hyderabad central,azamabad,amberpet,golnaka,quadri bagh,general purpose,7,1,1.0,179.0,5.0
hyderabad central,azamabad,amberpet,golnaka,sanjeeva nagar,general purpose,7,1,1.0,6.0,1.0
hyderabad central,azamabad,amberpet,golnaka,shankar nagar,general purpose,7,1,1.0,409.0,1.0
hyderabad central,azamabad,amberpet,golnaka,tulsi cooperative colony,general purpose,7,2,2.0,352.0,2.0
hyderabad central,azamabad,amberpet,golnaka,venkatesh nagar,general purpose,7,1,1.0,84.0,1.0
hyderabad central,azamabad,amberpet,ramalayam,c.e. colony,general purpose,7,4,1.0,53.0,15.0
hyderabad central,azamabad,amberpet,ramalayam,c.e.colony,general purpose,7,1,1.0,209.0,5.0
hyderabad central,azamabad,amberpet,ramalayam,ct meters,general purpose,7,2,2.0,1077.0,35.0
hyderabad central,azamabad,amberpet,ramalayam,d.d.colony,general purpose,7,3,3.0,1116.0,8.0
hyderabad central,azamabad,amberpet,ramalayam,ganga bowli,general purpose,7,3,2.0,473.0,8.0
hyderabad central,azamabad,amberpet,ramalayam,grc hv ramalayam,general purpose,7,5,5.0,2947.0,83.06
hyderabad central,azamabad,amberpet,ramalayam,narsimha basthi,general purpose,7,1,2.0,0.0,1.0
hyderabad central,azamabad,amberpet,ramalayam,new nallakunta,general purpose,7,6,6.0,553.0,12.0
hyderabad central,azamabad,amberpet,ramalayam,prashanth nagar,general purpose,7,2,2.0,1133.0,4.0
hyderabad central,azamabad,amberpet,ramalayam,sai baba nagar,general purpose,7,2,2.0,2099.0,6.0
hyderabad central,azamabad,amberpet,ramalayam,shivam road,general purpose,7,6,6.0,1855.0,14.0
hyderabad central,azamabad,amberpet,ramalayam,t.r.t.quarters,general purpose,7,7,7.0,1210.0,7.0
hyderabad central,azamabad,barkatpura,barkat pura,b.chaman-b.pura bus depot,general purpose,7,5,4.0,1099.0,21.0
hyderabad central,azamabad,barkatpura,barkat pura,b.pura pt.bunk-f.hosp.,general purpose,7,3,2.0,65.0,3.0
hyderabad central,azamabad,barkatpura,barkat pura,barkathpura quarters,general purpose,7,1,1.0,1122.0,8.0
hyderabad central,azamabad,barkatpura,barkat pura,basanth talkies area,general purpose,7,5,5.0,806.0,5.0
hyderabad central,azamabad,barkatpura,barkat pura,ct meter,general purpose,7,4,4.0,7396.0,118.0
hyderabad central,azamabad,barkatpura,barkat pura,grc hv barkarpura,general purpose,7,2,1.0,2751.0,67.0
hyderabad central,azamabad,barkatpura,barkat pura,k.guda p.s.-r.nagar,general purpose,7,5,4.0,764.0,17.0
hyderabad central,azamabad,barkatpura,barkat pura,kachiguda main road,general purpose,7,1,1.0,192.0,1.0
hyderabad central,azamabad,barkatpura,barkat pura,lingam pally,general purpose,7,6,6.0,4701.0,13.0
hyderabad central,azamabad,barkatpura,barkat pura,nallakunta main road,general purpose,7,2,2.0,64.0,2.0
hyderabad central,azamabad,barkatpura,barkat pura,ymca main road,general purpose,7,1,1.0,1108.0,3.0
hyderabad central,azamabad,barkatpura,barkat pura,ymca road,general purpose,7,4,4.0,700.0,8.0
hyderabad central,azamabad,barkatpura,kachiguda,chappel bazar,general purpose,7,2,2.0,340.0,2.0
hyderabad central,azamabad,barkatpura,kachiguda,esamia bazar,general purpose,7,3,3.0,1087.0,8.0
hyderabad central,azamabad,barkatpura,kachiguda,grc hv kachiguda,general purpose,7,2,2.0,2797.0,14.0
hyderabad central,azamabad,barkatpura,kachiguda,k.guda police station,general purpose,7,5,2.0,0.0,5.0
hyderabad central,azamabad,barkatpura,kachiguda,kamala area,general purpose,7,2,1.0,267.0,6.0
hyderabad central,azamabad,barkatpura,kachiguda,krishna nagar,general purpose,7,1,1.0,0.0,1.0
hyderabad central,azamabad,barkatpura,kachiguda,lal bunglow,general purpose,7,3,3.0,526.0,3.0
hyderabad central,azamabad,barkatpura,kachiguda,nehru nagar,general purpose,7,2,2.0,705.0,6.0
hyderabad central,azamabad,barkatpura,kachiguda,quthbiguda,general purpose,7,1,1.0,686.0,5.0
hyderabad central,azamabad,barkatpura,kachiguda,quthibiguda,general purpose,7,1,1.0,359.0,1.0
hyderabad central,azamabad,barkatpura,kachiguda,sunder nagar,general purpose,7,1,1.0,0.0,1.0
hyderabad central,azamabad,barkatpura,shankarmutt,ct meter,general purpose,7,3,3.0,12291.0,114.0
hyderabad central,azamabad,barkatpura,shankarmutt,fever hospital main road,general purpose,7,1,1.0,374.0,6.0
hyderabad central,azamabad,barkatpura,shankarmutt,new padma colony,general purpose,7,2,2.0,160.0,2.0
hyderabad central,azamabad,barkatpura,shankarmutt,old ramalayam,general purpose,7,1,1.0,143.0,1.0
hyderabad central,azamabad,barkatpura,shankarmutt,"post offive, vidya nagar",general purpose,7,2,2.0,177.0,6.0
hyderabad central,azamabad,barkatpura,shankarmutt,ram nagar,general purpose,7,1,1.0,51.0,1.0
hyderabad central,azamabad,barkatpura,shankarmutt,ramnagar(shankarmutt),general purpose,7,1,1.0,62.0,1.0
hyderabad central,azamabad,barkatpura,shankarmutt,sbh nallakunta,general purpose,7,1,1.0,17.0,1.0
hyderabad central,azamabad,barkatpura,shankarmutt,sreeram nagar,general purpose,7,3,2.0,13.0,6.2
hyderabad central,azamabad,barkatpura,shankarmutt,vidya nagar,general purpose,7,1,1.0,414.0,1.0
hyderabad central,azamabad,barkatpura,shankarmutt,vignanpuri,general purpose,7,2,2.0,1572.0,5.0
hyderabad central,azamabad,barkatpura,vidya nagar,adikmet ( n ),general purpose,7,2,1.0,256.0,6.0
hyderabad central,azamabad,barkatpura,vidya nagar,adikmet ( s) wadder basthi,general purpose,7,3,3.0,359.0,9.0
hyderabad central,azamabad,barkatpura,vidya nagar,"adikmet, anand nursing home",general purpose,7,1,2.0,0.0,1.0
hyderabad central,azamabad,barkatpura,vidya nagar,amber nagar (north),general purpose,7,2,1.0,263.0,6.0
hyderabad central,azamabad,barkatpura,vidya nagar,amber nagar (south),general purpose,7,2,2.0,253.0,6.0
hyderabad central,azamabad,barkatpura,vidya nagar,balaji nagar,general purpose,7,2,2.0,487.0,14.0
hyderabad central,azamabad,barkatpura,vidya nagar,boudha nagar (north),general purpose,7,3,3.0,255.0,3.0
hyderabad central,azamabad,barkatpura,vidya nagar,boudha nagar (south),general purpose,7,1,1.0,246.0,1.0
hyderabad central,azamabad,barkatpura,vidya nagar,ct meter,general purpose,7,1,1.0,1337.0,25.0
hyderabad central,azamabad,vst,narayana guda,srinidhi manssion apt(b),general purpose,7,1,1.0,646.0,1.0
hyderabad central,azamabad,vst,narayana guda,suryanagar(a),general purpose,7,2,2.0,131.0,2.0
hyderabad central,azamabad,vst,narayana guda,telugu acadamy(a),general purpose,7,2,2.0,346.0,2.0
hyderabad central,azamabad,vst,narayana guda,"temple i , ii (b)",general purpose,7,2,2.0,211.0,6.0
hyderabad central,azamabad,vst,narayana guda,vittalwadi(a),general purpose,7,3,1.0,8.0,3.0
hyderabad central,azamabad,vst,narayana guda,ymca(a),general purpose,7,2,2.0,822.0,6.0
hyderabad central,azamabad,vst,ramnagar,baptist church ramnagar,general purpose,7,1,1.0,188.0,1.0
hyderabad central,azamabad,vst,ramnagar,brahmam gari temple,general purpose,7,3,3.0,1275.0,3.0
hyderabad central,azamabad,vst,ramnagar,ct meters,general purpose,7,1,1.0,597.0,20.0
hyderabad central,azamabad,vst,ramnagar,ek minar masjid,general purpose,7,3,3.0,829.0,15.0
hyderabad central,azamabad,vst,ramnagar,ews west qtrs,general purpose,7,1,1.0,5.0,1.0
hyderabad central,azamabad,vst,ramnagar,fishmarket,general purpose,7,3,2.0,679.0,3.0
hyderabad central,azamabad,vst,ramnagar,friends colony,general purpose,7,1,1.0,0.0,1.0
hyderabad central,azamabad,vst,ramnagar,gangaputra colomy,general purpose,7,1,1.0,160.0,1.0
hyderabad central,azamabad,vst,ramnagar,graveyard(ramnagar),general purpose,7,1,1.0,82.0,1.0
hyderabad central,azamabad,vst,ramnagar,jambavi nagar,general purpose,7,3,3.0,854.0,7.0
hyderabad central,azamabad,vst,ramnagar,parsigutta x raod,general purpose,7,2,2.0,91.0,2.0
hyderabad central,azamabad,vst,ramnagar,patanvadi,general purpose,7,3,3.0,187.0,3.0
hyderabad central,azamabad,vst,ramnagar,ram nagar,general purpose,7,1,1.0,383.0,1.0
hyderabad central,azamabad,vst,ramnagar,ramnagar(ramnagar sec),general purpose,7,1,1.0,316.0,6.0
hyderabad central,azamabad,vst,ramnagar,shivalayam i,general purpose,7,15,14.0,692.0,16.8
hyderabad central,saifabad,indira park,gandhi nagar,gandhi nagar (west),general purpose,7,1,1.0,3.0,1.0
hyderabad central,saifabad,indira park,gandhi nagar,golconda x roads new bakaram,general purpose,7,2,2.0,0.0,2.0
hyderabad central,saifabad,indira park,gandhi nagar,grc ct section,general purpose,7,3,3.0,12143.0,87.0
hyderabad central,saifabad,indira park,gandhi nagar,grc hv section-52,general purpose,7,4,3.0,3889.0,16.0
hyderabad central,saifabad,indira park,gandhi nagar,gulshan nagar,general purpose,7,1,1.0,892.0,5.0
hyderabad central,saifabad,indira park,gandhi nagar,indira nagar - ii,general purpose,7,1,1.0,494.0,1.0
hyderabad central,saifabad,indira park,gandhi nagar,jawahar nagar srt area,general purpose,7,1,2.0,0.0,1.0
hyderabad central,saifabad,indira park,gandhi nagar,mahatma nagar,general purpose,7,1,2.0,0.0,1.0
hyderabad central,saifabad,indira park,gandhi nagar,mohammad nagar,general purpose,7,4,3.0,1315.0,8.0
hyderabad central,saifabad,indira park,gandhi nagar,padmashali colony,general purpose,7,1,1.0,134.0,0.27
hyderabad central,saifabad,indira park,gandhi nagar,ranga nagar,general purpose,7,1,1.0,846.0,1.0
hyderabad central,saifabad,indira park,gandhi nagar,siddiqui nagar,general purpose,7,3,3.0,824.0,3.0
hyderabad central,mehdipatnam,mehdipatnam,rethi bowli,aditya nagar,general purpose,7,1,1.0,2.0,1.0
hyderabad central,mehdipatnam,mehdipatnam,rethi bowli,aziz bagh,general purpose,7,3,3.0,987.0,9.0
hyderabad central,mehdipatnam,mehdipatnam,rethi bowli,brindavan colony,general purpose,7,4,4.0,1989.0,13.0
hyderabad central,mehdipatnam,mehdipatnam,rethi bowli,c janaki i.a.s,general purpose,7,3,3.0,2368.0,11.0
hyderabad central,mehdipatnam,mehdipatnam,rethi bowli,deluxe colony,general purpose,7,1,1.0,184.0,1.0
hyderabad central,mehdipatnam,mehdipatnam,rethi bowli,filter beds,general purpose,7,1,2.0,0.0,1.0
hyderabad central,mehdipatnam,mehdipatnam,rethi bowli,govt.school hakeempet,general purpose,7,1,1.0,233.0,0.14
hyderabad central,mehdipatnam,mehdipatnam,rethi bowli,grc ct meters,general purpose,7,3,3.0,6156.0,98.0
hyderabad central,mehdipatnam,mehdipatnam,rethi bowli,grc hv rethi bowli,general purpose,7,1,1.0,0.0,1.0
hyderabad central,mehdipatnam,mehdipatnam,rethi bowli,hakeempet kunta,general purpose,7,4,4.0,1168.0,12.0
hyderabad central,mehdipatnam,mehdipatnam,rethi bowli,hakeemsha colony,general purpose,7,3,3.0,813.0,11.0
hyderabad central,mehdipatnam,mehdipatnam,rethi bowli,janaki nagar,general purpose,7,4,3.0,967.0,8.0
hyderabad central,mehdipatnam,mehdipatnam,rethi bowli,jaya public school,general purpose,7,2,2.0,70.0,2.0
hyderabad central,saifabad,indira park,gandhi nagar,venkateswara colony,general purpose,7,1,1.0,48.0,1.0
hyderabad central,saifabad,indira park,kavadiguda,banda maisamma,general purpose,7,4,3.0,260.0,4.0
hyderabad central,saifabad,indira park,kavadiguda,bombay building lane,general purpose,7,1,1.0,148.0,1.0
hyderabad central,saifabad,indira park,kavadiguda,boster pump area,general purpose,7,3,3.0,1820.0,16.0
hyderabad central,saifabad,indira park,kavadiguda,gandhi nagar (south),general purpose,7,3,2.0,263.0,5.0
hyderabad central,saifabad,indira park,kavadiguda,grc ct section,general purpose,7,2,2.0,8338.0,103.0
hyderabad central,saifabad,indira park,kavadiguda,grc hv section51,general purpose,7,1,2.0,0.0,0.01
hyderabad central,saifabad,indira park,kavadiguda,indira park area,general purpose,7,14,12.0,3727.0,39.0
hyderabad central,saifabad,indira park,kavadiguda,kavadiguda,general purpose,7,2,2.0,602.0,2.0
hyderabad central,saifabad,indira park,kavadiguda,lic & dr.ambedkar,general purpose,7,1,1.0,0.0,1.0
hyderabad central,saifabad,indira park,kavadiguda,muggugudam,general purpose,7,1,1.0,464.0,2.0
hyderabad central,saifabad,indira park,kavadiguda,net metering,general purpose,7,1,1.0,1850.0,28.0
hyderabad central,mehdipatnam,mehdipatnam,rethi bowli,kakatiya nagar,general purpose,7,3,3.0,1024.0,14.0
hyderabad central,mehdipatnam,mehdipatnam,rethi bowli,kalabunglow  h.pet,general purpose,7,4,4.0,301.0,7.5
hyderabad central,mehdipatnam,mehdipatnam,rethi bowli,kohe sar colony,general purpose,7,2,2.0,1758.0,6.0
hyderabad central,mehdipatnam,mehdipatnam,rethi bowli,meeraj colony,general purpose,7,5,5.0,1795.0,9.9
hyderabad central,mehdipatnam,mehdipatnam,rethi bowli,paramount colony,general purpose,7,4,3.0,1351.0,12.0
hyderabad central,mehdipatnam,mehdipatnam,rethi bowli,rahul colony,general purpose,7,2,2.0,841.0,6.0
hyderabad central,mehdipatnam,mehdipatnam,rethi bowli,sabza colony,general purpose,7,1,1.0,200.0,1.0
hyderabad central,mehdipatnam,mehdipatnam,rethi bowli,salarjung colony,general purpose,7,16,14.0,3374.0,65.0
hyderabad central,mehdipatnam,mehdipatnam,rethi bowli,sana hotel h.pet,general purpose,7,3,1.0,1131.0,3.0
hyderabad central,mehdipatnam,mehdipatnam,rethi bowli,surya nagar,general purpose,7,4,4.0,1677.0,18.0
hyderabad central,mehdipatnam,mehdipatnam,rethi bowli,tolichowki road,general purpose,7,1,1.0,779.0,5.0
hyderabad central,mehdipatnam,mehdipatnam,rethi bowli,yousuf tekdi/alhasnath cly,general purpose,7,3,3.0,1417.0,11.0
hyderabad central,saifabad,indira park,kavadiguda,sbi colony gandhi nagar,general purpose,7,3,3.0,853.0,14.0
hyderabad central,saifabad,indira park,kavadiguda,talla basthi (north),general purpose,7,2,1.0,4.0,2.0
hyderabad central,mehdipatnam,a.c.guards,a c guards,a battery line,general purpose,7,6,6.0,1589.0,14.5
hyderabad central,mehdipatnam,a.c.guards,a c guards,a.p.s.trading corpn.,general purpose,7,1,1.0,0.0,1.0
hyderabad central,mehdipatnam,a.c.guards,a c guards,aruna apartments area,general purpose,7,2,2.0,0.0,2.0
hyderabad central,mehdipatnam,a.c.guards,a c guards,bazarghat main raod,general purpose,7,6,5.0,1245.0,18.0
hyderabad central,mehdipatnam,a.c.guards,a c guards,c.i.d. area,general purpose,7,3,3.0,6797.0,9.0
hyderabad central,mehdipatnam,a.c.guards,a c guards,c.m. guild,general purpose,7,2,2.0,489.0,6.0
hyderabad central,mehdipatnam,a.c.guards,a c guards,ct meter a c guards,general purpose,7,12,12.0,25261.0,597.0
hyderabad central,mehdipatnam,a.c.guards,a c guards,devi bagh area,general purpose,7,1,2.0,0.0,1.0
hyderabad central,mehdipatnam,a.c.guards,a c guards,hanuman temple,general purpose,7,3,3.0,776.0,3.0
hyderabad central,mehdipatnam,a.c.guards,a c guards,hanuman temple area,general purpose,7,1,1.0,74.0,1.0
hyderabad central,mehdipatnam,a.c.guards,a c guards,jangam basthi,general purpose,7,2,2.0,322.0,6.0
hyderabad central,mehdipatnam,a.c.guards,a c guards,nilofer hospital,general purpose,7,2,2.0,476.0,8.0
hyderabad central,mehdipatnam,a.c.guards,a c guards,p.s.nagar,general purpose,7,2,1.0,348.0,8.0
hyderabad central,mehdipatnam,a.c.guards,a c guards,quli qutub shah mosque area,general purpose,7,1,1.0,1464.0,1.0
hyderabad central,mehdipatnam,a.c.guards,a c guards,ram temple area,general purpose,7,2,2.0,172.0,4.0
hyderabad central,mehdipatnam,a.c.guards,a c guards,santhi nagar,general purpose,7,3,2.0,50.0,7.0
hyderabad central,mehdipatnam,a.c.guards,a c guards,shergalli,general purpose,7,1,1.0,769.0,1.0
hyderabad central,mehdipatnam,a.c.guards,a c guards,tngos building,general purpose,7,3,3.0,145.0,11.0
hyderabad central,mehdipatnam,a.c.guards,asifnagar,arab galli,general purpose,7,3,3.0,760.0,11.0
hyderabad central,mehdipatnam,a.c.guards,asifnagar,asif nagar,general purpose,7,4,3.0,586.0,2.9
hyderabad central,mehdipatnam,a.c.guards,asifnagar,dai bagh,general purpose,7,4,3.0,1230.0,7.14
hyderabad central,mehdipatnam,a.c.guards,asifnagar,grc ct meters asif nagar,general purpose,7,1,1.0,953.0,20.0
hyderabad central,azamabad,vst,narayana guda,ct meter,general purpose,7,5,5.0,6564.0,186.0
hyderabad central,azamabad,vst,narayana guda,dheepak theater back(a),general purpose,7,2,2.0,277.0,2.0
hyderabad central,azamabad,vst,narayana guda,e.w.s qtrs(b),general purpose,7,1,1.0,25.0,1.0
hyderabad central,azamabad,vst,narayana guda,eswar reddy line(b),general purpose,7,1,1.0,40.0,1.0
hyderabad central,azamabad,vst,narayana guda,grc hv narayanaguda,general purpose,7,5,4.0,7551.0,27.0
hyderabad central,azamabad,vst,narayana guda,harivihar colony(a),general purpose,7,2,1.0,284.0,6.0
hyderabad central,azamabad,vst,narayana guda,kishore-i(a),general purpose,7,3,3.0,211.0,3.0
hyderabad central,azamabad,vst,narayana guda,lig qtrs(b),general purpose,7,1,1.0,317.0,3.0
hyderabad central,azamabad,vst,narayana guda,n.guda fly over line(a),general purpose,7,1,1.0,1040.0,5.0
hyderabad central,azamabad,vst,narayana guda,"no:8,b.l.pally(b)",general purpose,7,1,1.0,4.0,1.0
hyderabad central,azamabad,vst,narayana guda,old (b),general purpose,7,1,1.0,128.0,1.0
hyderabad central,azamabad,vst,narayana guda,sarvodaya enclave apt(a),general purpose,7,2,2.0,367.0,4.0
