circle,division,subdivision,section,area,catdesc,catcode,totservices,billdservices,units,load
medchal,medchal,medchal,medchal rural,stl & pws,general purpose,7,7,2.0,0.0,4.78
medchal,medchal,medchal,medchal rural,yellampet,general purpose,7,1,2.0,0.0,1.0
medchal,medchal,medchal,medchal town,akbarjapet,general purpose,7,2,1.0,0.0,2.0
medchal,medchal,medchal,medchal town,arkalguda,general purpose,7,2,1.0,0.0,1.26
medchal,medchal,medchal,medchal town,chandra nagar,general purpose,7,1,1.0,0.0,1.0
medchal,medchal,medchal,medchal town,check post,general purpose,7,2,1.0,704.0,4.0
medchal,medchal,medchal,medchal town,country club,general purpose,7,1,1.0,74.0,5.0
medchal,medchal,medchal,medchal town,ekalavya nagar,general purpose,7,2,2.0,305.0,5.04
medchal,medchal,medchal,medchal town,ghanapur,general purpose,7,5,2.0,0.0,5.0
medchal,medchal,medchal,medchal town,gp rightside,general purpose,7,2,2.0,0.0,2.0
medchal,medchal,medchal,medchal town,harijan wada,general purpose,7,1,2.0,0.0,1.0
medchal,medchal,medchal,medchal town,high value,general purpose,7,2,2.0,1229.0,55.0
medchal,medchal,medchal,medchal town,high value 0218,general purpose,7,1,1.0,1827.0,45.0
medchal,medchal,medchal,medchal town,housing board colony-2,general purpose,7,1,1.0,0.0,1.0
medchal,medchal,medchal,medchal town,indira nagar,general purpose,7,1,1.0,0.0,1.0
medchal,medchal,medchal,medchal town,kandlakoya,general purpose,7,4,3.0,211.0,24.0
medchal,medchal,medchal,medchal town,kindhi basthi,general purpose,7,1,1.0,159.0,1.0
medchal,medchal,medchal,medchal town,kistapoor,general purpose,7,4,1.0,1.0,12.0
medchal,medchal,medchal,medchal town,kistapur road,general purpose,7,1,2.0,0.0,1.0
medchal,medchal,medchal,medchal town,krupa compelex,general purpose,7,1,1.0,64.0,1.0
medchal,medchal,medchal,medchal town,kvr nagar,general purpose,7,1,2.0,0.0,1.0
medchal,medchal,medchal,medchal town,laxminagar colony,general purpose,7,2,2.0,106.0,2.0
medchal,medchal,medchal,medchal town,m r r colony,general purpose,7,1,1.0,1340.0,5.0
medchal,medchal,medchal,medchal town,m/s tridant properties(p) ltd,general purpose,7,1,1.0,55.0,1.0
medchal,medchal,medchal,medchal town,maisamaguda,general purpose,7,1,1.0,0.0,1.0
medchal,medchal,medchal,medchal town,market area,general purpose,7,2,2.0,1.0,2.0
medchal,medchal,medchal,medchal town,mazeed area,general purpose,7,1,1.0,67.0,7.0
medchal,medchal,medchal,medchal town,muneerabad,general purpose,7,3,3.0,222.0,3.0
medchal,medchal,medchal,medchal town,ngos colony,general purpose,7,1,1.0,0.0,1.0
medchal,medchal,medchal,medchal town,police quarters,general purpose,7,4,3.0,709.0,4.0
medchal,medchal,medchal,medchal town,poodur,general purpose,7,7,3.0,2.0,10.26
medchal,medchal,medchal,medchal town,rajbollaram,general purpose,7,6,2.0,0.0,5.26
medchal,medchal,medchal,medchal town,rajbollaram village,general purpose,7,1,1.0,0.0,1.0
medchal,medchal,medchal,medchal town,sai baba nagar 2,general purpose,7,1,1.0,80.0,0.26
medchal,medchal,medchal,medchal town,saibaba nagar,general purpose,7,1,1.0,37.0,0.26
medchal,medchal,medchal,medchal town,sakala basthi,general purpose,7,1,1.0,0.0,1.0
medchal,medchal,medchal,medchal town,santhosh matha line,general purpose,7,2,2.0,0.0,2.0
medchal,medchal,medchal,medchal town,sc colony,general purpose,7,1,1.0,0.0,1.0
medchal,medchal,medchal,medchal town,suthariguda,general purpose,7,1,2.0,0.0,1.0
medchal,medchal,shameerpet,shameerpet,upperpally,general purpose,7,3,3.0,545.0,3.0
medchal,medchal,shameerpet,shameerpet,usharpally,general purpose,7,1,2.0,0.0,1.0
medchal,medchal,shameerpet,shameerpet,weaker section colony,general purpose,7,2,2.0,1965.0,19.0
medchal,kukatpally,kukatpally,allwyn colony,allwyn colony,general purpose,7,1,1.0,576.0,5.0
medchal,kukatpally,kukatpally,allwyn colony,allwyn colony hv,general purpose,7,2,2.0,180.0,16.73
medchal,kukatpally,kukatpally,allwyn colony,allwyn colony-3,general purpose,7,1,1.0,35.0,5.0
medchal,kukatpally,kukatpally,allwyn colony,allwyn colony5,general purpose,7,1,1.0,212.0,5.0
medchal,kukatpally,kukatpally,allwyn colony,allwyncolony,general purpose,7,1,1.0,5610.0,2.0
medchal,kukatpally,kukatpally,allwyn colony,jayanagar,general purpose,7,2,2.0,433.0,0.48
medchal,kukatpally,kukatpally,allwyn colony,kukatpally-5,general purpose,7,2,2.0,318.0,2.0
medchal,kukatpally,kukatpally,allwyn colony,papireddy nagar-2,general purpose,7,2,2.0,450.0,6.0
medchal,kukatpally,kukatpally,allwyn colony,tulasinagar,general purpose,7,5,5.0,397.0,9.0
medchal,kukatpally,kukatpally,allwyn colony,venkateswar colony-4,general purpose,7,1,1.0,176.0,1.0
medchal,kukatpally,kukatpally,allwyn colony,venkateswar nagar,general purpose,7,1,1.0,112.0,5.0
medchal,kukatpally,kukatpally,allwyn colony,venkateswara nagar,general purpose,7,6,6.0,213.0,6.5
medchal,kukatpally,kukatpally,allwyn colony,vijayanagar colony,general purpose,7,2,2.0,272.0,10.0
medchal,kukatpally,kukatpally,bhagya nagar,addagutta ( a ) type,general purpose,7,1,1.0,201.0,1.0
medchal,kukatpally,kukatpally,bhagya nagar,addagutta ( c ) type,general purpose,7,1,1.0,14.0,2.0
medchal,kukatpally,kukatpally,bhagya nagar,"adithyanagar,ph - 3",general purpose,7,1,1.0,267.0,5.0
medchal,kukatpally,kukatpally,bhagya nagar,bhagyanagar,general purpose,7,1,1.0,464.0,5.0
medchal,kukatpally,kukatpally,bhagya nagar,bhagyanagar colony,general purpose,7,1,1.0,449.0,5.0
medchal,kukatpally,kukatpally,bhagya nagar,dattatrya colony,general purpose,7,5,3.0,124.0,11.0
medchal,kukatpally,kukatpally,bhagya nagar,h m t colony,general purpose,7,2,2.0,192.0,2.0
medchal,kukatpally,kukatpally,bhagya nagar,janmabhoomi colony,general purpose,7,2,2.0,10.0,3.0
medchal,kukatpally,kukatpally,bhagya nagar,k.t.r jnnurum,general purpose,7,4,4.0,951.0,9.0
medchal,kukatpally,kukatpally,bhagya nagar,mahankalinagar,general purpose,7,3,2.0,108.0,3.0
medchal,kukatpally,kukatpally,bhagya nagar,n t r nagar,general purpose,7,1,1.0,109.0,1.0
medchal,kukatpally,kukatpally,bhagya nagar,ntr nagar khamman,general purpose,7,1,2.0,0.0,1.0
medchal,kukatpally,kukatpally,bhagya nagar,p j r nagar,general purpose,7,2,1.0,109.0,2.0
medchal,kukatpally,kukatpally,bhagya nagar,sathavahanagar,general purpose,7,1,1.0,76.0,5.0
medchal,kukatpally,kukatpally,bhagya nagar,shamshiguda village,general purpose,7,4,2.0,258.0,4.0
medchal,kukatpally,kukatpally,bhagya nagar,shamshiguda-6,general purpose,7,1,1.0,443.0,5.0
medchal,kukatpally,kukatpally,bhagya nagar,sriram nagar,general purpose,7,6,6.0,981.0,19.24
medchal,kukatpally,kukatpally,kukatpally,vivekananda nagar,general purpose,7,2,2.0,1474.0,30.0
medchal,kukatpally,miyapur,bachupally,bachupally gp,general purpose,7,3,3.0,89.0,7.0
medchal,kukatpally,miyapur,bachupally,bachupally near sc colony,general purpose,7,1,1.0,2.0,1.0
medchal,kukatpally,miyapur,bachupally,ct&hv,general purpose,7,1,1.0,2624.0,44.0
medchal,kukatpally,miyapur,bachupally,idpl colony,general purpose,7,10,10.0,4145.0,55.0
medchal,kukatpally,miyapur,bachupally,indira nagar,general purpose,7,1,1.0,0.0,1.0
medchal,kukatpally,miyapur,bachupally,jamal site,general purpose,7,1,1.0,11.0,1.0
medchal,kukatpally,miyapur,bachupally,non ct,general purpose,7,1,1.0,712.0,5.0
medchal,kukatpally,kukatpally,kukatpally,bagh-ameer-3,general purpose,7,1,1.0,210.0,0.24
medchal,kukatpally,kukatpally,kukatpally,bagh-ameeri-1,general purpose,7,3,3.0,1110.0,15.0
medchal,kukatpally,kukatpally,kukatpally,kukatpally,general purpose,7,2,2.0,748.0,31.0
medchal,kukatpally,kukatpally,kukatpally,kukatpally-1,general purpose,7,5,5.0,224.0,6.0
medchal,kukatpally,kukatpally,kukatpally,kukatpally-4,general purpose,7,2,2.0,150.0,3.0
medchal,kukatpally,kukatpally,kukatpally,kukatpally-5,general purpose,7,1,1.0,211.0,3.0
medchal,kukatpally,kukatpally,kukatpally,pws kukatpally,general purpose,7,2,2.0,922.0,10.0
medchal,kukatpally,kukatpally,kukatpally,v v n colony,general purpose,7,5,4.0,1022.0,8.0
medchal,kukatpally,kukatpally,kukatpally,v v n colony-a,general purpose,7,2,2.0,751.0,8.0
medchal,kukatpally,kukatpally,kukatpally,v.v.n.colony,general purpose,7,4,3.0,636.0,11.0
medchal,medchal,shameerpet,shameerpet,adrashpally,general purpose,7,2,2.0,0.0,2.0
medchal,medchal,shameerpet,shameerpet,anthaipally,general purpose,7,1,2.0,0.0,1.0
medchal,medchal,shameerpet,shameerpet,babaguda,general purpose,7,2,2.0,0.0,1.48
medchal,medchal,shameerpet,shameerpet,bhoomrajpet,general purpose,7,2,2.0,0.0,2.0
medchal,medchal,shameerpet,shameerpet,devara yamzal,general purpose,7,4,2.0,0.0,10.26
medchal,medchal,shameerpet,shameerpet,devarayamajal,general purpose,7,2,1.0,4647.0,37.0
medchal,medchal,shameerpet,shameerpet,devarayamzal,general purpose,7,1,2.0,0.0,12.0
medchal,medchal,shameerpet,shameerpet,friends colony,general purpose,7,3,3.0,-15.0,3.0
medchal,medchal,shameerpet,shameerpet,hanuman temple,general purpose,7,1,1.0,0.0,1.0
medchal,medchal,shameerpet,shameerpet,keshavpoor,general purpose,7,3,2.0,-31.0,4.0
medchal,medchal,shameerpet,shameerpet,mandaipally,general purpose,7,1,2.0,0.0,1.0
medchal,medchal,shameerpet,shameerpet,peddamma colony,general purpose,7,3,3.0,590.0,27.0
medchal,medchal,shameerpet,shameerpet,platinum properties,general purpose,7,1,1.0,139.0,1.0
medchal,medchal,shameerpet,shameerpet,ponnal,general purpose,7,2,1.0,0.0,2.0
medchal,medchal,shameerpet,shameerpet,pothaipally,general purpose,7,3,2.0,0.0,4.0
medchal,medchal,shameerpet,shameerpet,ramalayam street,general purpose,7,1,1.0,90.0,1.0
medchal,medchal,shameerpet,shameerpet,sai baba temple,general purpose,7,3,3.0,690.0,7.0
medchal,medchal,shameerpet,shameerpet,sai geeta ashram,general purpose,7,2,2.0,930.0,6.0
medchal,medchal,shameerpet,shameerpet,shameerpet,general purpose,7,8,6.0,517.0,38.32
medchal,medchal,shameerpet,shameerpet,thummukunta village,general purpose,7,9,1.0,2.0,22.75
medchal,medchal,shameerpet,shameerpet,thumukunta,general purpose,7,1,1.0,1279.0,49.0
medchal,medchal,shameerpet,shameerpet,uddermarry,general purpose,7,4,2.0,106.0,5.0
medchal,kukatpally,miyapur,bachupally,rgk (50 to 103) blocks,general purpose,7,6,4.0,582.0,8.0
medchal,kukatpally,miyapur,bachupally,silver oaks school,general purpose,7,2,2.0,169.0,10.0
medchal,kukatpally,miyapur,bachupally,sri sai nagar,general purpose,7,3,2.0,189.0,3.0
medchal,kukatpally,miyapur,bachupally,vaddera basti (rg nagar),general purpose,7,2,2.0,-19.0,2.0
medchal,kukatpally,miyapur,bachupally,vikas,general purpose,7,1,1.0,622.0,5.0
medchal,kukatpally,miyapur,bachupally,indira nagar,general purpose,7,1,1.0,944.0,40.0
medchal,kukatpally,miyapur,hydernagar,b k enclave,general purpose,7,1,1.0,304.0,1.0
medchal,kukatpally,miyapur,hydernagar,balajinagar-2,general purpose,7,3,3.0,50.0,3.0
medchal,kukatpally,miyapur,hydernagar,bhanu estate,general purpose,7,1,1.0,96.0,1.0
medchal,kukatpally,miyapur,hydernagar,hydernagar,general purpose,7,14,14.0,2543.0,18.0
medchal,kukatpally,miyapur,hydernagar,hydernagar c.t meters,general purpose,7,2,2.0,8482.0,67.0
medchal,kukatpally,miyapur,hydernagar,hydernagar ct meters,general purpose,7,3,3.0,1986.0,119.0
medchal,kukatpally,miyapur,hydernagar,hydernagar nonct,general purpose,7,1,1.0,319.0,5.0
medchal,kukatpally,miyapur,hydernagar,hydernagar-4,general purpose,7,1,1.0,40.0,1.0
medchal,kukatpally,miyapur,hydernagar,j p n nagar,general purpose,7,2,2.0,215.0,2.0
medchal,kukatpally,miyapur,hydernagar,janapriya west city,general purpose,7,1,2.0,0.0,5.0
medchal,kukatpally,miyapur,hydernagar,mahaboobpet maqtha,general purpose,7,4,4.0,238.0,5.0
medchal,kukatpally,miyapur,hydernagar,mayuri nagar,general purpose,7,6,6.0,1110.0,23.0
medchal,kukatpally,miyapur,hydernagar,mayuri nagar-2,general purpose,7,1,1.0,39.0,1.0
medchal,kukatpally,miyapur,hydernagar,miyapur,general purpose,7,5,4.0,743.0,13.0
medchal,kukatpally,miyapur,hydernagar,miyapur-2,general purpose,7,1,1.0,8.0,2.0
medchal,kukatpally,miyapur,hydernagar,nagarjuna enclave,general purpose,7,1,1.0,400.0,5.0
medchal,kukatpally,miyapur,miyapur,annapurana colony,general purpose,7,3,3.0,2434.0,3.0
medchal,kukatpally,miyapur,miyapur,deepthi sree nagar 1,general purpose,7,9,9.0,2243.0,30.0
medchal,kukatpally,miyapur,miyapur,fci colony,general purpose,7,3,3.0,752.0,3.0
medchal,kukatpally,miyapur,miyapur,gowthami nagar,general purpose,7,6,4.0,1178.0,14.0
medchal,kukatpally,miyapur,miyapur,hmt col ivth venture,general purpose,7,5,4.0,352.0,14.0
medchal,kukatpally,miyapur,miyapur,hv,general purpose,7,1,1.0,891.0,5.0
medchal,kukatpally,miyapur,miyapur,jawahar colony,general purpose,7,1,1.0,72.0,2.0
medchal,kukatpally,miyapur,miyapur,ksr enclave / pjr enclave,general purpose,7,1,2.0,0.0,1.0
medchal,kukatpally,miyapur,miyapur,madeenaguda(c),general purpose,7,4,4.0,1792.0,6.0
medchal,kukatpally,miyapur,miyapur,miyapur (vi),general purpose,7,3,3.0,43.0,7.0
medchal,kukatpally,miyapur,miyapur,miyapur ct,general purpose,7,1,1.0,109.0,17.0
medchal,kukatpally,miyapur,miyapur,myp ct,general purpose,7,2,2.0,2859.0,23.0
medchal,kukatpally,miyapur,miyapur,non-ct,general purpose,7,2,2.0,6439.0,22.0
medchal,kukatpally,miyapur,miyapur,p.j.r  enclave,general purpose,7,1,1.0,394.0,5.0
medchal,kukatpally,miyapur,miyapur,pragathi enclave,general purpose,7,1,1.0,339.0,1.0
medchal,kukatpally,miyapur,miyapur,prashanth nagar,general purpose,7,5,4.0,382.0,5.0
medchal,kukatpally,miyapur,miyapur,prashanth nagar-1,general purpose,7,2,2.0,214.0,3.0
medchal,kukatpally,miyapur,miyapur,prashanth nagar-4,general purpose,7,1,1.0,589.0,1.0
medchal,kukatpally,miyapur,miyapur,sankar nagar,general purpose,7,1,1.0,350.0,1.0
medchal,kukatpally,miyapur,miyapur,shilpa enclave,general purpose,7,1,1.0,149.0,5.0
medchal,kukatpally,miyapur,miyapur,vemana colony,general purpose,7,2,2.0,519.0,2.0
medchal,kukatpally,miyapur,miyapur,"vemukunta,nearoldbombay road",general purpose,7,2,2.0,316.0,6.0
medchal,kukatpally,miyapur,nizampet,bhavayas anand,general purpose,7,1,1.0,485.0,5.0
medchal,kukatpally,miyapur,nizampet,bheemraj venture,general purpose,7,1,1.0,0.0,1.0
medchal,kukatpally,miyapur,nizampet,jnnurm nizampet,general purpose,7,1,1.0,108.0,2.0
medchal,kukatpally,miyapur,nizampet,junnrm2,general purpose,7,3,3.0,210.0,3.0
medchal,kukatpally,miyapur,nizampet,madhuranagar,general purpose,7,6,6.0,1831.0,15.0
medchal,kukatpally,miyapur,nizampet,madhuranagar-2,general purpose,7,1,1.0,87.0,1.0
medchal,kukatpally,miyapur,nizampet,madhuranagar-3,general purpose,7,1,1.0,0.0,1.0
medchal,kukatpally,miyapur,nizampet,nizampet,general purpose,7,1,1.0,80.0,1.0
medchal,kukatpally,miyapur,nizampet,nizampet (hv),general purpose,7,1,1.0,287.0,5.0
medchal,kukatpally,miyapur,nizampet,nizampet ct,general purpose,7,1,1.0,3334.0,45.0
medchal,kukatpally,miyapur,nizampet,nizampet-5,general purpose,7,8,7.0,3450.0,18.0
medchal,kukatpally,miyapur,nizampet,pratapreddy colony,general purpose,7,2,2.0,63.0,6.0
medchal,kukatpally,miyapur,nizampet,"pws stl & agl,nizampet",general purpose,7,1,1.0,0.0,0.26
nagarkurnool,nagarkurnool,kalwakurthy,kalwakurthy,suddakal,general purpose,7,1,2.0,0.0,1.0
nagarkurnool,nagarkurnool,kalwakurthy,kalwakurthy,tandra,general purpose,7,6,3.0,0.0,2.8
nagarkurnool,nagarkurnool,kalwakurthy,kalwakurthy,tarnical,general purpose,7,7,1.0,93.0,4.73
nagarkurnool,nagarkurnool,kalwakurthy,kalwakurthy,thimmarajpally,general purpose,7,1,1.0,0.0,1.0
nagarkurnool,nagarkurnool,kalwakurthy,kalwakurthy,thotapally,general purpose,7,3,2.0,23.0,2.24
nagarkurnool,nagarkurnool,kalwakurthy,kalwakurthy,turkalpally,general purpose,7,1,1.0,35.0,1.0
nagarkurnool,nagarkurnool,kalwakurthy,kalwakurthy,venkatapoor,general purpose,7,2,2.0,20.0,2.0
nagarkurnool,nagarkurnool,kalwakurthy,kalwakurthy,vepoor,general purpose,7,2,1.0,0.0,1.24
nagarkurnool,nagarkurnool,kalwakurthy,kalwakurthy,yangampally,general purpose,7,1,1.0,9.0,1.0
nagarkurnool,nagarkurnool,kalwakurthy,urukondapet,bomrajpally,general purpose,7,2,1.0,10.0,2.0
nagarkurnool,nagarkurnool,kalwakurthy,urukondapet,chanaipally,general purpose,7,1,2.0,0.0,1.0
nagarkurnool,nagarkurnool,kalwakurthy,urukondapet,ramreddy pally,general purpose,7,3,2.0,7.0,3.0
nagarkurnool,nagarkurnool,kalwakurthy,urukondapet,revally,general purpose,7,2,1.0,0.0,1.24
nagarkurnool,nagarkurnool,kalwakurthy,urukondapet,thimmanapally,general purpose,7,1,2.0,0.0,1.0
nagarkurnool,nagarkurnool,kalwakurthy,urukondapet,urkonda,general purpose,7,4,2.0,0.0,2.48
nagarkurnool,nagarkurnool,kalwakurthy,urukondapet,urkondapet,general purpose,7,6,1.0,0.0,4.48
nagarkurnool,nagarkurnool,kalwakurthy,vangoor,agraharam,general purpose,7,4,2.0,0.0,3.2
nagarkurnool,nagarkurnool,kalwakurthy,vangoor,annaram,general purpose,7,1,1.0,0.0,1.0
nagarkurnool,nagarkurnool,kalwakurthy,vangoor,chara konda,general purpose,7,5,5.0,613.0,7.4
nagarkurnool,nagarkurnool,kalwakurthy,vangoor,choudar pally,general purpose,7,1,2.0,0.0,1.0
nagarkurnool,nagarkurnool,kalwakurthy,vangoor,dindichintalapally,general purpose,7,3,2.0,12.0,2.2
nagarkurnool,nagarkurnool,kalwakurthy,vangoor,gazra,general purpose,7,2,2.0,0.0,2.0
nagarkurnool,nagarkurnool,kalwakurthy,vangoor,jajala,general purpose,7,2,2.0,0.0,2.0
nagarkurnool,nagarkurnool,kalwakurthy,vangoor,kona poor,general purpose,7,2,2.0,0.0,2.0
nagarkurnool,nagarkurnool,kalwakurthy,vangoor,kondareddy pally,general purpose,7,2,1.0,0.0,0.7
nagarkurnool,nagarkurnool,kalwakurthy,vangoor,konetipoor,general purpose,7,1,1.0,0.0,1.0
nagarkurnool,nagarkurnool,kalwakurthy,vangoor,kothagudiselu,general purpose,7,1,2.0,0.0,1.0
nagarkurnool,nagarkurnool,kalwakurthy,vangoor,mittasadagodu,general purpose,7,1,1.0,3.0,1.0
nagarkurnool,nagarkurnool,kalwakurthy,vangoor,mochinonipally,general purpose,7,1,1.0,0.0,1.0
nagarkurnool,nagarkurnool,kalwakurthy,vangoor,nizamabad,general purpose,7,1,2.0,0.0,1.0
nagarkurnool,nagarkurnool,kalwakurthy,vangoor,polkampally,general purpose,7,4,2.0,20.0,4.4
nagarkurnool,nagarkurnool,kalwakurthy,vangoor,pothireddi pally,general purpose,7,1,1.0,0.0,1.0
nagarkurnool,nagarkurnool,kalwakurthy,vangoor,ramchandrapoor,general purpose,7,1,2.0,0.0,1.0
nagarkurnool,nagarkurnool,kalwakurthy,vangoor,rampoor,general purpose,7,2,1.0,136.0,2.0
nagarkurnool,nagarkurnool,kalwakurthy,vangoor,rangapoor,general purpose,7,6,5.0,15.0,3.6
nagarkurnool,nagarkurnool,kalwakurthy,vangoor,santhiguda,general purpose,7,1,2.0,0.0,1.0
nagarkurnool,nagarkurnool,kalwakurthy,vangoor,sarvareddy pally,general purpose,7,3,3.0,0.0,3.0
nagarkurnool,nagarkurnool,kalwakurthy,vangoor,sirsanagandla,general purpose,7,3,3.0,0.0,2.2
nagarkurnool,nagarkurnool,kalwakurthy,vangoor,thimmaipally,general purpose,7,4,2.0,0.0,4.0
nagarkurnool,nagarkurnool,kalwakurthy,vangoor,thippareddy pallay,general purpose,7,1,1.0,20.0,0.2
nagarkurnool,nagarkurnool,kalwakurthy,vangoor,thirumalagiri,general purpose,7,2,1.0,20.0,4.0
nagarkurnool,nagarkurnool,kalwakurthy,vangoor,turkalapally,general purpose,7,3,1.0,10.0,3.0
nagarkurnool,nagarkurnool,kalwakurthy,vangoor,ulpara,general purpose,7,3,2.0,0.0,1.4
nagarkurnool,nagarkurnool,kalwakurthy,vangoor,umapoor,general purpose,7,1,2.0,0.0,1.0
nagarkurnool,nagarkurnool,kalwakurthy,vangoor,uppal pahad,general purpose,7,1,1.0,0.0,1.0
nagarkurnool,nagarkurnool,kalwakurthy,vangoor,vangoor(lt),general purpose,7,11,9.0,1698.0,22.85
nagarkurnool,nagarkurnool,kalwakurthy,vangoor,velumalapally,general purpose,7,1,2.0,0.0,1.0
nagarkurnool,nagarkurnool,kalwakurthy,veldanda,ankamanikunta,general purpose,7,1,2.0,0.0,1.0
nagarkurnool,nagarkurnool,kalwakurthy,veldanda,azilapur,general purpose,7,4,2.0,0.0,3.2
nagarkurnool,nagarkurnool,kalwakurthy,veldanda,bairapoor,general purpose,7,2,2.0,0.0,2.0
nagarkurnool,nagarkurnool,kalwakurthy,veldanda,bandonipally,general purpose,7,1,1.0,0.0,1.0
nagarkurnool,nagarkurnool,kalwakurthy,veldanda,barkath pally,general purpose,7,1,1.0,0.0,1.0
nagarkurnool,nagarkurnool,kalwakurthy,veldanda,bollam pally,general purpose,7,3,2.0,0.0,2.2
nagarkurnool,nagarkurnool,kalwakurthy,veldanda,buddonipally,general purpose,7,1,2.0,0.0,1.0
nagarkurnool,nagarkurnool,kalwakurthy,veldanda,chandrain pally,general purpose,7,1,1.0,0.0,1.0
nagarkurnool,nagarkurnool,kalwakurthy,veldanda,chedurvally,general purpose,7,5,2.0,0.0,4.24
nagarkurnool,nagarkurnool,kalwakurthy,veldanda,cherkoor,general purpose,7,2,1.0,0.0,2.0
nagarkurnool,nagarkurnool,kalwakurthy,veldanda,chokkanna pally,general purpose,7,1,1.0,0.0,1.0
nagarkurnool,nagarkurnool,kalwakurthy,veldanda,chowderpally,general purpose,7,1,1.0,0.0,1.0
nagarkurnool,nagarkurnool,kalwakurthy,veldanda,dhubbha thanda,general purpose,7,3,2.0,0.0,3.0
nagarkurnool,nagarkurnool,kalwakurthy,veldanda,dodla pally,general purpose,7,1,2.0,0.0,1.0
nagarkurnool,nagarkurnool,kalwakurthy,veldanda,erravally,general purpose,7,2,2.0,0.0,2.0
nagarkurnool,nagarkurnool,kalwakurthy,veldanda,gokaram,general purpose,7,1,1.0,0.0,1.0
nagarkurnool,nagarkurnool,kalwakurthy,veldanda,golloni pally,general purpose,7,1,1.0,0.0,1.0
nagarkurnool,nagarkurnool,kalwakurthy,veldanda,gundala,general purpose,7,4,1.0,0.0,1.69
nagarkurnool,nagarkurnool,kalwakurthy,veldanda,jaipally,general purpose,7,1,1.0,0.0,1.0
nagarkurnool,nagarkurnool,kalwakurthy,veldanda,jupally,general purpose,7,5,2.0,61.0,3.44
nagarkurnool,nagarkurnool,kalwakurthy,veldanda,karravan pally,general purpose,7,1,1.0,0.0,1.0
nagarkurnool,nagarkurnool,kalwakurthy,veldanda,kesli thanda,general purpose,7,4,3.0,0.0,4.0
nagarkurnool,nagarkurnool,kalwakurthy,veldanda,komtoni pally,general purpose,7,1,1.0,2.0,1.0
nagarkurnool,nagarkurnool,kalwakurthy,veldanda,kotra,general purpose,7,6,2.0,10.0,4.4
nagarkurnool,nagarkurnool,kalwakurthy,veldanda,kuppagandla,general purpose,7,1,1.0,5.0,1.0
nagarkurnool,nagarkurnool,kalwakurthy,veldanda,kurdawada,general purpose,7,1,2.0,0.0,1.0
nagarkurnool,nagarkurnool,kalwakurthy,veldanda,lingareddypally,general purpose,7,1,1.0,0.0,1.0
nagarkurnool,nagarkurnool,kalwakurthy,veldanda,narayanapur & thanda,general purpose,7,1,1.0,10.0,1.0
nagarkurnool,nagarkurnool,kalwakurthy,veldanda,palugu thanda,general purpose,7,2,1.0,12.0,2.0
nagarkurnool,nagarkurnool,kalwakurthy,veldanda,peddapoor,general purpose,7,6,1.0,0.0,6.0
nagarkurnool,nagarkurnool,kalwakurthy,veldanda,pothepally,general purpose,7,7,4.0,19.0,6.2
nagarkurnool,nagarkurnool,kalwakurthy,veldanda,rachoor,general purpose,7,3,2.0,19.0,2.24
nagarkurnool,nagarkurnool,kalwakurthy,veldanda,raghaipally,general purpose,7,1,2.0,0.0,1.0
nagarkurnool,nagarkurnool,kalwakurthy,veldanda,raju thanda,general purpose,7,2,2.0,0.0,2.0
nagarkurnool,nagarkurnool,kalwakurthy,veldanda,seriappareddypally,general purpose,7,2,1.0,0.0,2.0
nagarkurnool,nagarkurnool,kalwakurthy,veldanda,thimononipally,general purpose,7,1,1.0,0.0,1.0
nagarkurnool,nagarkurnool,kalwakurthy,veldanda,veldanda(lt),general purpose,7,15,11.0,1417.0,30.1
nagarkurnool,nagarkurnool,kalwakurthy,urukondapet,gudiganapally,general purpose,7,3,1.0,0.0,1.48
nagarkurnool,nagarkurnool,kalwakurthy,urukondapet,gundla kuntapally,general purpose,7,1,1.0,0.0,1.0
nagarkurnool,nagarkurnool,kalwakurthy,urukondapet,ippapahad,general purpose,7,1,1.0,20.0,1.0
nagarkurnool,nagarkurnool,kalwakurthy,urukondapet,jagboinpally,general purpose,7,3,2.0,0.0,3.0
nagarkurnool,nagarkurnool,kalwakurthy,urukondapet,jakanalapally,general purpose,7,3,1.0,56.0,3.0
nagarkurnool,nagarkurnool,kalwakurthy,urukondapet,madharam,general purpose,7,8,5.0,53.0,5.68
nagarkurnool,nagarkurnool,kalwakurthy,urukondapet,mucharlapally,general purpose,7,1,1.0,10.0,1.0
nagarkurnool,nagarkurnool,kalwakurthy,urukondapet,narsam pally,general purpose,7,1,1.0,0.0,1.0
nagarkurnool,nagarkurnool,kalwakurthy,urukondapet,rachalapally,general purpose,7,2,2.0,0.0,2.0
nagarkurnool,nagarkurnool,kalwakurthy,kalwakurthy,bekkara,general purpose,7,1,1.0,20.0,1.0
nagarkurnool,nagarkurnool,kalwakurthy,kalwakurthy,bhagath singh thanda,general purpose,7,1,1.0,0.0,1.0
nagarkurnool,nagarkurnool,kalwakurthy,kalwakurthy,ellikal,general purpose,7,5,2.0,0.0,3.48
nagarkurnool,nagarkurnool,kalwakurthy,kalwakurthy,ellikatta,general purpose,7,1,1.0,20.0,1.0
nagarkurnool,nagarkurnool,kalwakurthy,kalwakurthy,gundoor,general purpose,7,2,2.0,1.0,2.0
nagarkurnool,nagarkurnool,kalwakurthy,kalwakurthy,jangareddy pally,general purpose,7,2,1.0,1.0,1.24
