MNTH,CIRCLE,DIVNAME,SDNAME,SECNAME,AREANAME,CAT,CATDESC,TOTSERVICES,BILLDSRVS,UNITS,LOAD
2019-06-30,CYBERCITY,GACHIBOWLI,CHANDA NAGAR,CHANDA NAGAR,MADEENAGUDA,5,AGRICULTURAL,1,1.0,2034.0,9
2019-06-30,CYBERCITY,GACHIBOWLI,CHANDA NAGAR,CHANDA NAGAR,NEW HAFEEZPET A,5,AGRICULTURAL,1,1.0,0.0,5.63
2019-06-30,CYBERCITY,GACHIBOWLI,CHANDA NAGAR,CHANDA NAGAR,NEW HAFEEZPET(WEST),5,AGRICULTURAL,1,1.0,14242.0,2.8
2019-06-30,CYBERCITY,GACHIBOWLI,CHANDA NAGAR,CHANDA NAGAR,,5,AGRICULTURAL,11,,0.0,39.75
2019-06-30,CYBERCITY,GACHIBOWLI,GACHIBOWLI,GACHIBOWLI,BTNGOS G H SOCIETY,5,AGRICULTURAL,1,1.0,0.0,3.75
2019-06-30,CYBERCITY,GACHIBOWLI,GACHIBOWLI,GACHIBOWLI,G LAMBADI TANDA,5,AGRICULTURAL,3,3.0,0.0,11.25
2019-06-30,CYBERCITY,GACHIBOWLI,GACHIBOWLI,GACHIBOWLI,G.LAMBADI NAGAR,5,AGRICULTURAL,5,3.0,355.0,18.75
2019-06-30,CYBERCITY,GACHIBOWLI,GACHIBOWLI,GACHIBOWLI,GACHI BOWLI,5,AGRICULTURAL,6,5.0,1894.0,33.75
2019-06-30,CYBERCITY,GACHIBOWLI,GACHIBOWLI,GACHIBOWLI,GOPAN PALLY,5,AGRICULTURAL,21,9.0,350.0,81
2019-06-30,CYBERCITY,GACHIBOWLI,GACHIBOWLI,GACHIBOWLI,GOPANPALLY,5,AGRICULTURAL,7,7.0,30.0,26.25
2019-06-30,CYBERCITY,GACHIBOWLI,GACHIBOWLI,GACHIBOWLI,GOWLI DODDI,5,AGRICULTURAL,2,1.0,0.0,7.5
2019-06-30,CYBERCITY,GACHIBOWLI,GACHIBOWLI,GACHIBOWLI,GOWLIDODDI,5,AGRICULTURAL,2,2.0,0.0,6
2019-06-30,CYBERCITY,GACHIBOWLI,GACHIBOWLI,GACHIBOWLI,KHAJA GUDA,5,AGRICULTURAL,18,5.0,1284.0,60
2019-06-30,CYBERCITY,GACHIBOWLI,GACHIBOWLI,GACHIBOWLI,LINGAMPALLY,5,AGRICULTURAL,5,,0.0,19.13
2019-06-30,CYBERCITY,GACHIBOWLI,GACHIBOWLI,GACHIBOWLI,NALLAGANDLA,5,AGRICULTURAL,18,,0.0,61.5
2019-06-30,CYBERCITY,GACHIBOWLI,GACHIBOWLI,GACHIBOWLI,NANAKRAM GUDA,5,AGRICULTURAL,15,7.0,450.0,53.63
2019-06-30,CYBERCITY,GACHIBOWLI,GACHIBOWLI,GACHIBOWLI,NANAKRAMGUDA,5,AGRICULTURAL,2,2.0,0.0,7.5
2019-06-30,CYBERCITY,GACHIBOWLI,GACHIBOWLI,GACHIBOWLI,,5,AGRICULTURAL,3,1.0,625.0,11.25
2019-06-30,CYBERCITY,GACHIBOWLI,GACHIBOWLI,TARANAGAR,ENGINEERING ENCLAVE,5,AGRICULTURAL,1,,0.0,2.25
2019-06-30,CYBERCITY,GACHIBOWLI,GACHIBOWLI,TARANAGAR,LINGAMPALLY AGL,5,AGRICULTURAL,2,1.0,262.0,7.5
2019-06-30,CYBERCITY,GACHIBOWLI,GACHIBOWLI,TARANAGAR,NALLAGANDLA AGL,5,AGRICULTURAL,8,2.0,209.0,28.5
2019-06-30,CYBERCITY,GACHIBOWLI,GACHIBOWLI,TARANAGAR,TARANAGAR AGL,5,AGRICULTURAL,1,1.0,676.0,3.75
2019-06-30,CYBERCITY,IBRAHIMBAGH,CHEVELLA,CHEVELLA,ALLAWADA,5,AGRICULTURAL,141,139.0,0.0,528.75
2019-06-30,CYBERCITY,IBRAHIMBAGH,CHEVELLA,CHEVELLA,ALOOR,5,AGRICULTURAL,388,380.0,0.0,1453.5
2019-06-30,CYBERCITY,IBRAHIMBAGH,CHEVELLA,CHEVELLA,ANTHA RAM (A),5,AGRICULTURAL,76,74.0,0.0,285
2019-06-30,CYBERCITY,IBRAHIMBAGH,CHEVELLA,CHEVELLA,BESTEPOR,5,AGRICULTURAL,125,123.0,0.0,468.75
2019-06-30,CYBERCITY,IBRAHIMBAGH,CHEVELLA,CHEVELLA,CHENEVELLY,5,AGRICULTURAL,301,294.0,250.0,1081.86
2019-06-30,CYBERCITY,IBRAHIMBAGH,CHEVELLA,CHEVELLA,CHEVELLA,5,AGRICULTURAL,270,258.0,0.0,1012.5
2019-06-30,CYBERCITY,IBRAHIMBAGH,CHEVELLA,CHEVELLA,CHINNARAVULAPALLY,5,AGRICULTURAL,129,127.0,3125.0,483.75
2019-06-30,CYBERCITY,IBRAHIMBAGH,CHEVELLA,CHEVELLA,D ERRAVELLY,5,AGRICULTURAL,162,145.0,0.0,600.5
2019-06-30,CYBERCITY,IBRAHIMBAGH,CHEVELLA,CHEVELLA,DAMARU GIDDA,5,AGRICULTURAL,151,144.0,0.0,563.25
2019-06-30,CYBERCITY,IBRAHIMBAGH,CHEVELLA,CHEVELLA,DEVARAMPALLY,5,AGRICULTURAL,105,102.0,0.0,390.75
2019-06-30,CYBERCITY,IBRAHIMBAGH,CHEVELLA,CHEVELLA,DHARMA SAGAR,5,AGRICULTURAL,33,27.0,0.0,123.75
2019-06-30,CYBERCITY,IBRAHIMBAGH,CHEVELLA,CHEVELLA,DUDYAGU,5,AGRICULTURAL,23,23.0,0.0,86.25
2019-06-30,CYBERCITY,IBRAHIMBAGH,CHEVELLA,CHEVELLA,EARLA PALLY,5,AGRICULTURAL,128,126.0,0.0,480
2019-06-30,CYBERCITY,IBRAHIMBAGH,CHEVELLA,CHEVELLA,EKKAREDDY GUDA,5,AGRICULTURAL,37,34.0,0.0,128.99
2019-06-30,CYBERCITY,IBRAHIMBAGH,CHEVELLA,CHEVELLA,ERRANI KOTLA,5,AGRICULTURAL,6,6.0,0.0,22.5
2019-06-30,CYBERCITY,IBRAHIMBAGH,CHEVELLA,CHEVELLA,GOLLA GUDA,5,AGRICULTURAL,44,44.0,0.0,165
2019-06-30,CYBERCITY,IBRAHIMBAGH,CHEVELLA,CHEVELLA,GOLLAPALLY,5,AGRICULTURAL,119,97.0,0.0,446.25
2019-06-30,CYBERCITY,IBRAHIMBAGH,CHEVELLA,CHEVELLA,GUNDAL,5,AGRICULTURAL,278,274.0,0.0,1042.5
2019-06-30,CYBERCITY,IBRAHIMBAGH,CHEVELLA,CHEVELLA,HASTEPUR,5,AGRICULTURAL,31,31.0,0.0,116.25
2019-06-30,CYBERCITY,IBRAHIMBAGH,CHEVELLA,CHEVELLA,HUSSAINPOOR,5,AGRICULTURAL,30,26.0,0.0,112.5
2019-06-30,CYBERCITY,IBRAHIMBAGH,CHEVELLA,CHEVELLA,IBRAHIMPALLY,5,AGRICULTURAL,114,108.0,0.0,427.5
2019-06-30,CYBERCITY,IBRAHIMBAGH,CHEVELLA,CHEVELLA,JALAGUDA,5,AGRICULTURAL,56,56.0,0.0,210
2019-06-30,CYBERCITY,IBRAHIMBAGH,CHEVELLA,CHEVELLA,KAMMETTA,5,AGRICULTURAL,294,283.0,8882.0,1144.88
2019-06-30,CYBERCITY,IBRAHIMBAGH,CHEVELLA,CHEVELLA,KANDVADA,5,AGRICULTURAL,503,499.0,0.0,1886.25
2019-06-30,CYBERCITY,IBRAHIMBAGH,CHEVELLA,CHEVELLA,KESARAM(C),5,AGRICULTURAL,148,147.0,0.0,555
2019-06-30,CYBERCITY,IBRAHIMBAGH,CHEVELLA,CHEVELLA,KHANAPOOR,5,AGRICULTURAL,171,168.0,0.0,638.25
2019-06-30,CYBERCITY,IBRAHIMBAGH,CHEVELLA,CHEVELLA,KISHTAPURI,5,AGRICULTURAL,21,20.0,0.0,78.75
2019-06-30,CYBERCITY,IBRAHIMBAGH,CHEVELLA,CHEVELLA,KOTHA PALLY,5,AGRICULTURAL,188,187.0,0.0,705
2019-06-30,CYBERCITY,IBRAHIMBAGH,CHEVELLA,CHEVELLA,KOWKUNTLA,5,AGRICULTURAL,188,184.0,0.0,705
2019-06-30,CYBERCITY,IBRAHIMBAGH,CHEVELLA,CHEVELLA,KUMMERA,5,AGRICULTURAL,157,155.0,0.0,590
2019-06-30,CYBERCITY,IBRAHIMBAGH,CHEVELLA,CHEVELLA,LAXMI GUDA,5,AGRICULTURAL,29,29.0,0.0,108.75
2019-06-30,CYBERCITY,IBRAHIMBAGH,CHEVELLA,CHEVELLA,MADI KATTA,5,AGRICULTURAL,27,27.0,0.0,99.75
2019-06-30,CYBERCITY,IBRAHIMBAGH,CHEVELLA,CHEVELLA,MALKAPOOR,5,AGRICULTURAL,242,240.0,0.0,907.5
2019-06-30,CYBERCITY,IBRAHIMBAGH,CHEVELLA,CHEVELLA,MALLA REDDY GUDA,5,AGRICULTURAL,30,28.0,0.0,112.5
2019-06-30,CYBERCITY,IBRAHIMBAGH,CHEVELLA,CHEVELLA,MANDAGU,5,AGRICULTURAL,41,41.0,0.0,153.75
2019-06-30,CYBERCITY,IBRAHIMBAGH,CHEVELLA,CHEVELLA,MIRZAGUDA,5,AGRICULTURAL,35,27.0,0.0,131.25
2019-06-30,CYBERCITY,IBRAHIMBAGH,CHEVELLA,CHEVELLA,MUDMIYAL,5,AGRICULTURAL,316,310.0,0.0,1185
2019-06-30,CYBERCITY,IBRAHIMBAGH,CHEVELLA,CHEVELLA,NANCHERI,5,AGRICULTURAL,32,31.0,0.0,120
2019-06-30,CYBERCITY,IBRAHIMBAGH,CHEVELLA,CHEVELLA,NARAYANADASS GUDA,5,AGRICULTURAL,72,72.0,0.0,270
2019-06-30,CYBERCITY,IBRAHIMBAGH,CHEVELLA,CHEVELLA,NAYALTA,5,AGRICULTURAL,102,100.0,0.0,378
2019-06-30,CYBERCITY,IBRAHIMBAGH,CHEVELLA,CHEVELLA,NOWLOYAPALLY,5,AGRICULTURAL,19,19.0,0.0,71.25
2019-06-30,CYBERCITY,IBRAHIMBAGH,CHEVELLA,CHEVELLA,PALGUTTA,5,AGRICULTURAL,111,110.0,0.0,416.25
2019-06-30,CYBERCITY,IBRAHIMBAGH,CHEVELLA,CHEVELLA,PAMEENA,5,AGRICULTURAL,234,234.0,0.0,872
2019-06-30,CYBERCITY,IBRAHIMBAGH,CHEVELLA,CHEVELLA,R GHANA POOR,5,AGRICULTURAL,204,191.0,0.0,763.5
2019-06-30,CYBERCITY,IBRAHIMBAGH,CHEVELLA,CHEVELLA,RAMANNAGUDA,5,AGRICULTURAL,20,19.0,0.0,75
2019-06-30,CYBERCITY,IBRAHIMBAGH,CHEVELLA,CHEVELLA,SAIREDDY GUDA,5,AGRICULTURAL,17,17.0,0.0,61.5
2019-06-30,CYBERCITY,IBRAHIMBAGH,CHEVELLA,CHEVELLA,SINGAPPA GUDA,5,AGRICULTURAL,32,32.0,0.0,120
2019-06-30,CYBERCITY,IBRAHIMBAGH,CHEVELLA,CHEVELLA,TALLARAM,5,AGRICULTURAL,71,70.0,0.0,266.25
2019-06-30,CYBERCITY,IBRAHIMBAGH,CHEVELLA,CHEVELLA,TANGADPELLY,5,AGRICULTURAL,166,164.0,625.0,619.5
2019-06-30,CYBERCITY,IBRAHIMBAGH,CHEVELLA,CHEVELLA,URELLA,5,AGRICULTURAL,201,184.0,0.0,745.25
2019-06-30,CYBERCITY,IBRAHIMBAGH,CHEVELLA,CHEVELLA,VENKANNAGUDA,5,AGRICULTURAL,20,20.0,0.0,75
2019-06-30,CYBERCITY,IBRAHIMBAGH,CHEVELLA,CHEVELLA,YENKA PALLY,5,AGRICULTURAL,176,173.0,0.0,660
2019-06-30,CYBERCITY,IBRAHIMBAGH,CHEVELLA,CHEVELLA,,5,AGRICULTURAL,3,3.0,0.0,11.25
2019-06-30,CYBERCITY,IBRAHIMBAGH,CHEVELLA,SHABAD,ANTHARAM-S,5,AGRICULTURAL,115,113.0,19.0,431.25
2019-06-30,CYBERCITY,IBRAHIMBAGH,CHEVELLA,SHABAD,ANTHI REDDY GUDA,5,AGRICULTURAL,19,19.0,0.0,71.25
2019-06-30,CYBERCITY,IBRAHIMBAGH,CHEVELLA,SHABAD,APPAREDDY GUDA,5,AGRICULTURAL,20,20.0,0.0,75
2019-06-30,CYBERCITY,IBRAHIMBAGH,CHEVELLA,SHABAD,ASPALLYGUDA,5,AGRICULTURAL,25,25.0,0.0,93.75
2019-06-30,CYBERCITY,IBRAHIMBAGH,CHEVELLA,SHABAD,BHANGIRI PALLY,5,AGRICULTURAL,48,48.0,11.0,180
2019-06-30,CYBERCITY,IBRAHIMBAGH,CHEVELLA,SHABAD,BOBBILIGOAN,5,AGRICULTURAL,136,136.0,0.0,511.88
2019-06-30,CYBERCITY,IBRAHIMBAGH,CHEVELLA,SHABAD,BODAM PAHAD,5,AGRICULTURAL,30,30.0,0.0,112.5
2019-06-30,CYBERCITY,IBRAHIMBAGH,CHEVELLA,SHABAD,CHANDANVELLY,5,AGRICULTURAL,243,175.0,43.0,913.13
2019-06-30,CYBERCITY,IBRAHIMBAGH,CHEVELLA,SHABAD,CHENNA SOLIPET,5,AGRICULTURAL,127,127.0,36.0,476.25
2019-06-30,CYBERCITY,IBRAHIMBAGH,CHEVELLA,SHABAD,CHERLA GUDA,5,AGRICULTURAL,65,62.0,0.0,243.75
2019-06-30,CYBERCITY,IBRAHIMBAGH,CHEVELLA,SHABAD,DAMARLA PALLY,5,AGRICULTURAL,165,160.0,25.0,618.75
2019-06-30,CYBERCITY,IBRAHIMBAGH,CHEVELLA,SHABAD,DAYALA GUDA,5,AGRICULTURAL,14,14.0,0.0,52.5
2019-06-30,CYBERCITY,IBRAHIMBAGH,CHEVELLA,SHABAD,DEVUNI GADDA,5,AGRICULTURAL,18,18.0,0.0,67.5
2019-06-30,CYBERCITY,IBRAHIMBAGH,CHEVELLA,SHABAD,DOSAWADA,5,AGRICULTURAL,188,185.0,19.0,705
2019-06-30,CYBERCITY,IBRAHIMBAGH,CHEVELLA,SHABAD,E ERRA VALLY,5,AGRICULTURAL,125,125.0,13.0,467
2019-06-30,CYBERCITY,IBRAHIMBAGH,CHEVELLA,SHABAD,EARRNI GUDA,5,AGRICULTURAL,18,18.0,0.0,67.5
2019-06-30,CYBERCITY,IBRAHIMBAGH,CHEVELLA,SHABAD,ELGONDA GUDA,5,AGRICULTURAL,28,28.0,0.0,105
2019-06-30,CYBERCITY,IBRAHIMBAGH,CHEVELLA,SHABAD,GOLLUR GUDA,5,AGRICULTURAL,12,12.0,0.0,45
2019-06-30,CYBERCITY,IBRAHIMBAGH,CHEVELLA,SHABAD,GOPIGADDA,5,AGRICULTURAL,25,25.0,0.0,93.75
2019-06-30,CYBERCITY,IBRAHIMBAGH,CHEVELLA,SHABAD,HAITA BAD,5,AGRICULTURAL,178,178.0,16.0,669.38
2019-06-30,CYBERCITY,IBRAHIMBAGH,CHEVELLA,SHABAD,KAKLOOR,5,AGRICULTURAL,217,215.0,17.0,811.5
2019-06-30,CYBERCITY,IBRAHIMBAGH,CHEVELLA,SHABAD,KESARAM (S),5,AGRICULTURAL,131,131.0,0.0,491.25
2019-06-30,CYBERCITY,IBRAHIMBAGH,CHEVELLA,SHABAD,KESHAVA GUDA,5,AGRICULTURAL,48,47.0,0.0,180
2019-06-30,CYBERCITY,IBRAHIMBAGH,CHEVELLA,SHABAD,KOMARBANDA,5,AGRICULTURAL,35,34.0,0.0,131.25
2019-06-30,CYBERCITY,IBRAHIMBAGH,CHEVELLA,SHABAD,KUMARAGUDA,5,AGRICULTURAL,101,101.0,0.0,378.75
2019-06-30,CYBERCITY,IBRAHIMBAGH,CHEVELLA,SHABAD,KURVAGUDA,5,AGRICULTURAL,59,58.0,0.0,221.25
2019-06-30,CYBERCITY,IBRAHIMBAGH,CHEVELLA,SHABAD,LAXMIRAO GUDA,5,AGRICULTURAL,58,58.0,0.0,217.5
2019-06-30,CYBERCITY,IBRAHIMBAGH,CHEVELLA,SHABAD,LINGAREDDY GUDA,5,AGRICULTURAL,23,23.0,0.0,86.25
2019-06-30,CYBERCITY,IBRAHIMBAGH,CHEVELLA,SHABAD,MACHAN PALLY,5,AGRICULTURAL,191,191.0,19.0,716.25
2019-06-30,CYBERCITY,IBRAHIMBAGH,CHEVELLA,SHABAD,MADDUR,5,AGRICULTURAL,270,269.0,32.0,1012.5
2019-06-30,CYBERCITY,IBRAHIMBAGH,CHEVELLA,SHABAD,MAL REDDY GUDA,5,AGRICULTURAL,37,37.0,0.0,138.75
2019-06-30,CYBERCITY,IBRAHIMBAGH,CHEVELLA,SHABAD,MANMARY,5,AGRICULTURAL,120,119.0,5.0,450
2019-06-30,CYBERCITY,IBRAHIMBAGH,CHEVELLA,SHABAD,MARYAPOOR,5,AGRICULTURAL,24,24.0,0.0,90
2019-06-30,CYBERCITY,IBRAHIMBAGH,CHEVELLA,SHABAD,MEERAPOOR,5,AGRICULTURAL,7,7.0,0.0,26.25
2019-06-30,CYBERCITY,IBRAHIMBAGH,CHEVELLA,SHABAD,MUDDAM GUDA,5,AGRICULTURAL,56,54.0,0.0,210
2019-06-30,CYBERCITY,IBRAHIMBAGH,CHEVELLA,SHABAD,MUKTAGUDA,5,AGRICULTURAL,31,31.0,0.0,116.25
2019-06-30,CYBERCITY,IBRAHIMBAGH,CHEVELLA,SHABAD,NADAR KHAN PET,5,AGRICULTURAL,42,42.0,0.0,157.5
2019-06-30,CYBERCITY,IBRAHIMBAGH,CHEVELLA,SHABAD,NAGAR KUNTA,5,AGRICULTURAL,132,132.0,24.0,495
2019-06-30,CYBERCITY,IBRAHIMBAGH,CHEVELLA,SHABAD,NAGARAO GUDA,5,AGRICULTURAL,33,33.0,0.0,123.75
2019-06-30,CYBERCITY,IBRAHIMBAGH,CHEVELLA,SHABAD,NAREDLA GUDA,5,AGRICULTURAL,42,42.0,0.0,159.38
2019-06-30,CYBERCITY,IBRAHIMBAGH,CHEVELLA,SHABAD,PATEL GUDA,5,AGRICULTURAL,8,8.0,0.0,30
2019-06-30,CYBERCITY,IBRAHIMBAGH,CHEVELLA,SHABAD,PEDDA SOLIPET,5,AGRICULTURAL,108,107.0,33.0,412.5
2019-06-30,CYBERCITY,IBRAHIMBAGH,CHEVELLA,SHABAD,PEDDA VEEDU,5,AGRICULTURAL,130,130.0,17.0,487.5
2019-06-30,CYBERCITY,IBRAHIMBAGH,CHEVELLA,SHABAD,POLLARAM,5,AGRICULTURAL,67,67.0,20.0,251.25
2019-06-30,CYBERCITY,IBRAHIMBAGH,CHEVELLA,SHABAD,POTHUGAL,5,AGRICULTURAL,180,180.0,13.0,672
2019-06-30,CYBERCITY,IBRAHIMBAGH,CHEVELLA,SHABAD,RUDRARAM,5,AGRICULTURAL,135,135.0,27.0,506.25
2019-06-30,CYBERCITY,IBRAHIMBAGH,CHEVELLA,SHABAD,SAI REDDY GUDA,5,AGRICULTURAL,13,13.0,0.0,48.75
2019-06-30,CYBERCITY,IBRAHIMBAGH,CHEVELLA,SHABAD,SANKYPALLY GUDA,5,AGRICULTURAL,33,33.0,0.0,123.75
2019-06-30,CYBERCITY,IBRAHIMBAGH,CHEVELLA,SHABAD,SARDAR NAGAR,5,AGRICULTURAL,61,60.0,0.0,228.75
2019-06-30,CYBERCITY,IBRAHIMBAGH,CHEVELLA,SHABAD,SEETHARAM POOR,5,AGRICULTURAL,42,42.0,0.0,157.5
2019-06-30,CYBERCITY,IBRAHIMBAGH,CHEVELLA,SHABAD,SERIGUDA,5,AGRICULTURAL,7,7.0,0.0,26.25
2019-06-30,CYBERCITY,IBRAHIMBAGH,CHEVELLA,SHABAD,SHABAD,5,AGRICULTURAL,655,653.0,82.0,2463.75
2019-06-30,CYBERCITY,IBRAHIMBAGH,CHEVELLA,SHABAD,TALLAPALLY,5,AGRICULTURAL,308,307.0,44.0,1157.63
2019-06-30,CYBERCITY,IBRAHIMBAGH,CHEVELLA,SHABAD,TIMMA REDDY GUDA,5,AGRICULTURAL,45,45.0,0.0,168.75
2019-06-30,CYBERCITY,IBRAHIMBAGH,CHEVELLA,SHABAD,TIRMALA POOR,5,AGRICULTURAL,33,33.0,0.0,123.75
2019-06-30,CYBERCITY,IBRAHIMBAGH,CHEVELLA,SHABAD,UBAGUNTA,5,AGRICULTURAL,41,40.0,0.0,153.75
2019-06-30,CYBERCITY,IBRAHIMBAGH,CHEVELLA,SHABAD,VENKAMMA GUDA,5,AGRICULTURAL,22,22.0,0.0,82.5
2019-06-30,CYBERCITY,IBRAHIMBAGH,CHEVELLA,SHABAD,YENKAMMA GUDAA,5,AGRICULTURAL,12,12.0,0.0,45
2019-06-30,CYBERCITY,IBRAHIMBAGH,CHEVELLA,SHABAD,,5,AGRICULTURAL,18,18.0,0.0,67.5
2019-06-30,CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,IBRAHIMBAGH,KHANAPUR,5,AGRICULTURAL,2,2.0,0.0,7.5
2019-06-30,CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,IBRAHIMBAGH,MANIKONDA,5,AGRICULTURAL,32,1.0,0.0,120
2019-06-30,CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,IBRAHIMBAGH,PANCHAVATI COLONY,5,AGRICULTURAL,1,,0.0,3.75
2019-06-30,CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,IBRAHIMBAGH,POKALWADA,5,AGRICULTURAL,1,,0.0,3.75
2019-06-30,CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,IBRAHIMBAGH,PUPPAL GUDA,5,AGRICULTURAL,67,8.0,0.0,251.25
2019-06-30,CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,IBRAHIMBAGH,PUPPAL GUDA-I,5,AGRICULTURAL,16,,0.0,60
2019-06-30,CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,IBRAHIMBAGH,,5,AGRICULTURAL,1,1.0,0.0,3.75
2019-06-30,CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,MOINABAD,AMDA POOR,5,AGRICULTURAL,244,243.0,0.0,915
2019-06-30,CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,MOINABAD,AMEERGUDA,5,AGRICULTURAL,6,6.0,0.0,22.5
2019-06-30,CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,MOINABAD,APPA REDDY GUDA,5,AGRICULTURAL,63,62.0,0.0,238.13
2019-06-30,CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,MOINABAD,APPAJIGUDA,5,AGRICULTURAL,56,50.0,0.0,210
2019-06-30,CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,MOINABAD,AZIZ NAGAR,5,AGRICULTURAL,383,367.0,10170.0,1440
2019-06-30,CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,MOINABAD,BAKARAM,5,AGRICULTURAL,188,187.0,478.0,705.38
2019-06-30,CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,MOINABAD,CH. MANGALARAM,5,AGRICULTURAL,1,1.0,0.0,3.75
2019-06-30,CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,MOINABAD,CHAKLI GUDA,5,AGRICULTURAL,36,35.0,0.0,140.63
2019-06-30,CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,MOINABAD,CHANDER NAGAR,5,AGRICULTURAL,53,53.0,0.0,198.75
2019-06-30,CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,MOINABAD,CHILKUR,5,AGRICULTURAL,434,425.0,2011.0,1633.5
2019-06-30,CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,MOINABAD,CHINA SHAPOOR,5,AGRICULTURAL,43,43.0,0.0,161.25
2019-06-30,CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,MOINABAD,CHINNA MANGLARAM,5,AGRICULTURAL,295,295.0,1908.0,1106.25
2019-06-30,CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,MOINABAD,CHOWDER GUDA,5,AGRICULTURAL,7,5.0,0.0,26.25
2019-06-30,CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,MOINABAD,ELKA GUDA,5,AGRICULTURAL,43,43.0,0.0,161.25
2019-06-30,CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,MOINABAD,ETHBARPALLY,5,AGRICULTURAL,137,137.0,0.0,517.5
2019-06-30,CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,MOINABAD,HIMAYATH NAGAR,5,AGRICULTURAL,205,190.0,1082.0,774.38
2019-06-30,CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,MOINABAD,KANCHIMAN GUDA,5,AGRICULTURAL,7,7.0,0.0,28.13
2019-06-30,CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,MOINABAD,KANKAMAMIDI,5,AGRICULTURAL,324,322.0,0.0,1216.13
2019-06-30,CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,MOINABAD,KASIM BOWLI,5,AGRICULTURAL,29,29.0,0.0,108.75
2019-06-30,CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,MOINABAD,KETHI REDDY PALLY,5,AGRICULTURAL,251,249.0,625.0,954.38
2019-06-30,CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,MOINABAD,MEDIPALLY,5,AGRICULTURAL,264,263.0,0.0,1086
2019-06-30,CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,MOINABAD,MOINABAD,5,AGRICULTURAL,47,47.0,0.0,180.75
2019-06-30,CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,MOINABAD,MOTHKAPALLY,5,AGRICULTURAL,119,119.0,0.0,446.25
2019-06-30,CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,MOINABAD,MURTUZA GUDA,5,AGRICULTURAL,180,173.0,0.0,678.75
2019-06-30,CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,MOINABAD,NAGI REDDY GUDA,5,AGRICULTURAL,145,143.0,4670.0,545.63
2019-06-30,CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,MOINABAD,NAKKALPELLY,5,AGRICULTURAL,133,133.0,0.0,499.5
2019-06-30,CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,MOINABAD,NAZEEB NAGAR,5,AGRICULTURAL,58,58.0,89.0,215.25
2019-06-30,CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,MOINABAD,PEDDAMANGALARAM,5,AGRICULTURAL,352,349.0,9739.0,1321.88
2019-06-30,CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,MOINABAD,QUTUBUDDIN GUDA,5,AGRICULTURAL,36,35.0,0.0,135
2019-06-30,CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,MOINABAD,REDDY PALLY,5,AGRICULTURAL,105,105.0,0.0,394.5
2019-06-30,CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,MOINABAD,SAJJANPELLY,5,AGRICULTURAL,50,50.0,0.0,187.5
2019-06-30,CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,MOINABAD,SREE RAM NAGAR,5,AGRICULTURAL,225,220.0,0.0,843.75
2019-06-30,CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,MOINABAD,SURANGAL,5,AGRICULTURAL,222,217.0,1938.0,836.25
2019-06-30,CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,MOINABAD,THOLKATTA,5,AGRICULTURAL,213,211.0,626.0,802.58
2019-06-30,CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,MOINABAD,VEERANNAPET,5,AGRICULTURAL,16,16.0,0.0,60
